Item_Outlet_Sales,Item_Outlet_Sales_Pred
1636.2440232435588,1838.1914711656934
1409.3559100050632,1271.3680308123603
710.594286492863,2284.702917196522
2355.184955354296,2296.6610526066884
5857.916204534556,5107.305066245148
1853.2288274714376,1947.5826975154164
733.5982815649984,1302.5908600290993
2273.42515129144,2828.168289127936
1499.740110764301,1250.868389168447
3203.582302454039,2809.3483180105623
1901.548072610488,1586.6267314583317
1360.758086235969,1074.0889626301946
744.9346748295271,2661.009903693504
2041.9531209711415,1930.1781714569458
867.471557307703,428.4549618069948
2414.736770802414,2454.9047224331853
3269.559034829371,2927.657217053912
3048.9805957938925,3534.9278547491767
2713.5056399831124,3252.993015281868
562.2427628770585,1370.9444660187914
2786.000824164694,2204.584494717
3924.856591593203,3321.498234741982
831.8399058444243,794.8881133395562
318.3393034093429,1377.965490712876
3121.905998862787,2650.5387436062147
580.6462430952777,1943.3702641675316
815.210066066413,577.4049499993134
2718.87618919492,2521.070867703436
3897.042618535064,3886.4724795809293
1874.316479686572,1683.4519631916182
-96.64385607788104,-407.1523722723671
3049.284109715006,3673.025630143717
689.2749655722507,1254.941554803859
5592.184309831538,5010.121564001895
2723.229487961744,2313.1348519390017
5413.003000746632,4840.5845900131035
2157.518405054785,2709.8558650929963
341.5660839850956,378.908446704251
3259.4955439572213,2748.434575705095
2701.1506344628087,3175.78382169455
2015.66384128678,2789.2714048438197
341.869597906209,399.31681013785055
2775.059564579519,2313.2660422172657
2022.63348064356,2835.033080187529
591.7943178417229,1982.3473091832502
1764.2935128811316,1186.7548473693607
26.837140750941263,-925.5561267976532
3177.704674820911,2658.9954886848445
3951.1893072508337,3537.321539150902
1954.149045347755,1980.309300033407
993.7743578580178,923.3244751433717
1695.745791143484,1118.3907989986246
3116.111173738492,2720.542367146865
1961.6510276290967,1710.4968806864804
5152.941637338897,4532.817880311739
3203.324449112535,3092.979651310505
3011.3304248969166,2509.4218088168072
748.026535153255,70.00509764993217
781.6130377630901,3143.8392191894613
1384.8268716490309,1334.1955928280115
2296.424048441467,2148.1432522868417
3538.6851884293037,3243.584469406087
3391.35344562084,3768.291744013143
1507.028501908644,1294.2933129388164
2338.395926834078,2143.464585869914
2527.4680224824574,2947.7489122036177
2822.012198336963,2346.261196273347
3926.447828190733,4129.589433198767
3128.573363534761,2407.127430686496
3714.888585571875,3264.7175959656583
3101.381698758866,2949.4144398830267
2824.0270200562445,3221.9650109547647
1742.3106624680718,2499.223508676867
3896.78476519356,3876.082065412984
3846.396978390967,3853.4040312421266
2723.8518005028845,2598.13875640667
350.83203146269244,642.8371033418925
2407.492641862576,2240.7325317068735
711.0246002225352,2720.419603868225
2233.177848997728,1815.9958894792474
2464.255671168301,2231.615854734565
1415.8958322592953,2220.2314891223587
1575.3719271950351,1621.0549387986428
3204.601114597366,2600.778466730897
3012.9279533435447,2631.8347544081907
1665.2587034272349,1638.051619975884
3779.791000607581,3738.451492555724
3767.281794723476,3722.488715419282
839.806041433578,395.360259417743
684.5650847563459,2083.7518971933378
2723.8518005028845,2562.8590883869756
5697.766655316815,4982.797503784966
2824.0270200562445,3200.684970178502
1380.3753044640898,2031.5146624333574
1889.0611148536968,1447.575901113879
824.3379235630825,895.1904387329312
2118.48282782194,2002.1519257484765
2022.936994564673,2864.500193783842
3141.987569706884,2750.0023433729075
1251.0547900323154,818.4974938341038
2195.654258982894,3011.625789197911
1539.4076875762885,1318.399696161265
2792.948515531382,2554.243589449664
1961.6510276290967,2111.1544383457767
576.7224699352753,1946.0321808976519
5818.205427527832,5338.5174784499995
744.9346748295271,2937.2882433536747
940.384974136738,983.2201798442125
1522.1147036991808,2299.637414319068
3641.7562553756175,4507.515537175504
416.1986563731039,1135.6689591571303
3266.465183314001,2940.7704343547616
174.76506880608238,-323.9928612085614
5857.916204534556,5039.4117280758555
1525.3305383844058,1145.1885055773232
2737.256240286872,3234.5801458378564
1001.2763401393596,951.4303464646939
1448.742836761839,1072.0423722549485
1535.7853287508156,1400.4384118749267
1782.0942415498623,1641.5763605530553
4780.751863431918,4321.801045409996
718.6450530389002,238.02913758732348
1421.6805076087855,1188.1662432745538
1396.7430511432556,1393.830123935481
3375.32356731629,3839.38963929642
5152.941637338897,4552.975633438426
1885.0523303192572,1788.3118015845737
666.4231700233422,1070.5447332429014
1459.0585402382706,2298.418561542707
1695.745791143484,1317.2568099007624
2801.089570463863,3403.629640817542
1836.46014211643,1440.4650399621562
1663.1420873094162,1551.394187730788
246.1333094912808,62.80881860299746
1249.4416570523715,1125.234002577679
370.5338068768895,1374.2884590489218
673.3140641553814,1171.5484137719754
1212.5732786786314,1141.0256494682553
276.92316357539966,276.12434403787347
2357.543249824473,1843.1342530811398
479.1034420053524,1623.1866432613215
733.116674677022,515.365627396063
1539.149834234784,1602.3411637093607
2001.3260947067447,1794.4228546385682
1445.7492930218475,1308.1841406717317
1844.202449009124,1804.1774554416927
2454.6696912215657,2184.3014065123325
5171.098688034205,4372.529424852695
1697.875662514674,1519.4428476487385
1628.3112965216055,2407.5600363347166
1845.468991848592,2023.7026348125755
3816.9917687352977,3692.8176922748808
486.0475287011722,1363.7774637101124
3987.564156263283,3822.3398370199734
2504.117951804169,2915.572871467259
2033.111463584676,1443.3762720393797
762.6619643705799,1382.7902589084474
1082.6828067447022,1010.184453789971
1300.0816635289634,1124.4609790300192
1040.8629904640557,925.3616490102429
